Distributeur,tconst,Année_de_Sortie,Genre,Réalisateur_id,Réalisateur,Acteur_Id,Acteur,Actrice_Id,Actrice,Id_film,original_language,Titre,Synopsis,Popularité,Affiche_de_Film,Pays,Revenues,Durée,Langues,Note,Nombre_de_Vote,Catégorie
SPLENDOR Films,tt0060153,1966.0,"Action,Adventure,Comedy",nm0554169,Leslie H. Martinson,nm0001842|nm0001842|nm0911431|nm0911431|nm0003110,"Adam West,Adam West,Burt Ward,Burt Ward,Cesar Romero",nm0580886|nm0580886|nm0086636,"Lee Meriwether,Lee Meriwether,Madge Blake",2661,en,Batman,The Dynamic Duo faces four super-villains who plan to hold the world for ransom with the help of a secret invention that instantly dehydrates people.,11.481,/zzoPxWHnPa0eyfkMLgwbNvdEcVF.jpg,['US'],3900000,105,['en'],6.297,739,Art et Essai
FILMS DU SEMAPHORE,tt0088868,1985.0,Comedy,nm0098953,Rachid Bouchareb,nm0672269|nm0707466|nm0337246|nm0937214|nm0954456,"Jacques Penot,Pierre-Loup Rajot,Hammou Graïa,Samuel Wizmane,Larbi Zekkal",nm0853449|nm0287794,"Katia Tchenko,Elaine Foster",567948,fr,Bâton rouge,"Three penniless Parisians dream of the U.S.: Abdenour has fallen in love with a tourist, Alain (""Mozart"") loves jazz, and Karim wants to escape his father. Through trickery, they manage to fly to the United States. Abdenour finds the tourist but that ends quickly. So they head for Bâton Rouge to seek their fortunes. While Mozart pursues a touring jazz singer, the others work at a fast-food restaurant. When immigration arrests Abdenour and Karim and sends them back to Paris, Mozart stays with his lady love. The two in France then hatch a plan to start their own restaurant, a venture that must succeed so that Abdenour can rescue his little brother, Bruno, from foster care.",0.62,/lzOSczMkbyE9Zs0FUdGnsOkGt80.jpg,[],0,82,['fr'],5.0,1,Art et Essai
SURREAL FILMS,tt0870211,2007.0,"Drama,History,War",nm0112374,Nick Broomfield,nm2640967|nm1992607|nm2645023|nm2653812|nm2485073,"Matthew Knoll,Elliot Ruiz,Eric Mehalacopoulos,Nathan De La Cruz,Andrew McLaren",UNKNOWN,UNKNOWN,14111,en,Battle for Haditha,"An investigation of the massacre of 24 men, women and children in Haditha, Iraq allegedly shot by 4 U.S. Marines in retaliation for the death of a U.S. Marine killed by a roadside bomb. The movie follows the story of the Marines of Kilo Company, an Iraqi family, and the insurgents who plant the roadside bomb.",8.998,/yUfXGuipKIw2xKs64yrTPOwRTtd.jpg,['GB'],0,97,"['ar', 'en']",6.4,101,Art et Essai
ACACIAS,tt0094713,1989.0,"Drama,Horror",nm0092459,Jérôme Boivin,nm0580489|nm0818686|nm0746085|nm0722679|nm0139516,"Jean Mercure,Jacques Spiesser,Jean-Paul Roussillon,Daniel Rialet,Rémy Carpentier",nm0216209|nm0273857|nm0505044|nm0225789|nm0309395,"Lise Delamare,Catherine Ferran,Sabrina Leurquin,Evelyne Didi,Jany Gastaldi",52794,fr,Baxter,"A white Bull Terrier named Baxter is given to an elderly woman by her daughter. As time passes, the dog develops aggressive and murderous behavior in order to be adopted by another family.",4.76,/c77bDsP7jfMiEeRM5wd0UV0Aine.jpg,['FR'],0,82,"['fr', 'es']",6.467,60,Art et Essai
ALFAMA Films,tt1528717,2009.0,Drama,nm0686927,Patricia Plattner,nm2847812|nm0099820|nm0921180|nm0644314|nm3698301,"Pio Marmaï,Sacha Bourdo,Jean-Paul Wenzel,Grégoire Oestermann,David Gobet",nm0480942|nm0230697|nm0829155|nm2169779|nm3715814,"Bernadette Lafont,Lou Doillon,Alexandra Stewart,Vimala Pons,Nathalie Pfeiffer",264453,fr,Bazar,"Gabrielle, a pleasant woman in her sixties, learns that she is about to be evicted from her second-hand shop...",0.826,/3CeZQXACNXcB24xlHl2Buw586oK.jpg,"['FR', 'CH']",0,103,['fr'],2.0,1,Art et Essai
MK2 DIFFUSION,tt0463903,2005.0,"Drama,Romance",nm0451799,Eric Khoo,nm1954971|nm1956263|nm2640621|nm1951103|nm2638531,"Chiew Sung Ching,Lawrence Yong,Leong Kooi Eng,Seet Keng Yew,Ng Sway Ah",nm1170000,Lynn Poh,29965,cn,Be with Me,"""Be with Me"" consists of three stories of love vs. solitude: (1) An aging, lonesome shopkeeper doesn't believe in life any more since his wife died. But he is saved from desperation by reading an autobiographical book and meeting its author, a deaf and blind lady of his own age. (2) Fatty, a security guard in his fifties, lives for two things: good food and love for a pretty executive living in his block of flats. But, if it is easy to satisfy his first need winning the heart of the distant belle is a horse of another color. (3) Two teenage schoolgirls get to know each other on the Internet. Soon they fall in love.",2.241,/sP2Dmq7pANMhPxl8fbl04fxQHYH.jpg,['SG'],0,93,"['cn', 'zh', 'en']",6.1,28,Art et Essai
PAN EUROPEENNE,tt0103782,1992.0,Drama,nm0898603,Christian Vincent,nm0350733|nm0598410|nm0764622|nm1236776,"Frédéric Gélard,Jean-Denis Monory,Mark Saporta,Patrick Martin",nm0141140|nm0488645|nm0753730|nm0959113|nm1239762,"Isabelle Carré,Estelle Larrivaz,Judith Rémy,Elsa Zylberstein,Claire Gibaud",76156,fr,Beau fixe,"A group of 4 girls decide to revise for their exams together, in the summer vacation. They move from Paris to the countryside, where Valerie's grandmother has a vacant house. The film is all about their inter-personal relationships, and how living together effects each of them. Then Valerie's male cousin arrives one day, and we see how they deal with the young man, and vice versa",1.211,/w8rOvTZUQTXhCW1Qh1su2tNhq9r.jpg,['FR'],0,92,['fr'],4.8,4,Art et Essai
ARP Sélection,tt13521006,2023.0,"Comedy,Drama,Horror",nm4170048,Ari Aster,nm0001618|nm0001447|nm1616970|nm9160245,"Joaquin Phoenix,Nathan Lane,Denis Ménochet,Armen Nahapetian",nm0526985|nm0752407|nm4814017|nm0000205|nm1830380,"Patti LuPone,Amy Ryan,Kylie Rogers,Parker Posey,Zoe Lister-Jones",798286,en,Beau Is Afraid,A paranoid man embarks on an epic odyssey to get home to his mother.,61.304,/wgVkkjigF31r1nZV80uV0xNIoun.jpg,"['FI', 'US']",5769331,179,['en'],7.309,175,Art et Essai
Les Productions Bathazar,tt9784342,2019.0,"Documentary,Sport",nm0322479,Delphine Gleize,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,595546,fr,Beau joueur,"The Aviron Bayonnais is a rugby team having a streak of bad luck. Even though they fight relentlessly, they keep losing. One day, though, things change. Everything seems to be possible again. But will the team be able to keep up the momentum? Delphine Gleize films this sports odyssey with humour and passion. She is the only woman in the locker room and the men talk to her as if she were one of them. Through her camera, getting close while keeping an observational distance, the filmmaker manages to capture elements that define and clarify male bonds and relationships.",0.972,/eUyDyuKmsBDu8RtKsk9PXnPlmhV.jpg,['FR'],0,99,['fr'],6.2,4,Art et Essai
KANIBAL Films Distribution,tt1825674,2011.0,Drama,nm0231872,Julien Donada,nm0244999|nm4478846|nm1603574|nm4988999|nm0071142,"Daniel Duval,Thomas Gonzalez,Cyril Gueï,Thierry Azzopardi,Jean-Jacques Benhamou",nm0143309|nm0036734|nm0305365|nm0677546|nm0746164,"Chiara Caselli,Françoise Arnoul,Nanou Garcia,Aurélia Petit,Catherine Rouvel",224914,fr,Beau rivage,"In this study of the lust for youth, Michel, a disillusioned cop nearing retirement, becomes obsessed with the body of a beautiful woman he meets on the beach. His search for an unattainable love drives him deeper into darkness.",0.843,UNKNOWN,['FR'],0,92,['fr'],0.0,0,Art et Essai
La Traverse,tt0090706,1986.0,Comedy,nm0296599,Gérard Frot-Coutaz,nm0686263|nm0217880|nm0610989,"Claude Piéplu,Xavier Deluc,Jean-Paul Muel",nm0696163|nm0551217|nm0099960|nm0745619,"Micheline Presle,Tonie Marshall,Ingrid Bourgoin,Cathérine Rougelin",63974,fr,Beau temps mais orageux en fin de journée,"This slice-of-life drama about an elderly couple and their estranged son covers twenty-four fateful hours that begin with the usual daily routine for the retired pair of former teachers (Micheline Presle and Claude Pieplu). Then their son telephones to say he will be coming over with his girlfriend and the normal pattern is changed, as he visits them rarely. While the mother is obsequious to her son when he arrives, past hurts and resentments bubble up during lunch, making it difficult for the son to tell them he is getting married. This is news enough, but the effect that announcement has on the son and his fiancée is unexpected and events later on in the day take a turn for the worse.",0.6,/kNZqIwhO3ZDa1WwaOwbcFVppY5i.jpg,['FR'],0,85,['fr'],5.4,4,Art et Essai
Splendor Films,tt0209933,1999.0,"Drama,War",nm0219136,Claire Denis,nm0491777|nm0836977|nm0171499|nm0183675|nm0245164,"Denis Lavant,Michel Subor,Grégoire Colin,Richard Courcet,Nicolas Duvauchelle",UNKNOWN,UNKNOWN,14626,fr,Beau travail,"Foreign Legion officer Galoup recalls his once glorious life, training troops in the Gulf of Djibouti. His existence there was happy, strict and regimented, until the arrival of a promising young recruit, Sentain, plants the seeds of jealousy in Galoup's mind.",11.26,/8liInyfcnyn0vizoQNGmJohtsCm.jpg,['FR'],0,92,"['it', 'ru', 'fr']",6.971,204,Art et Essai
ACACIAS,tt0082054,1981.0,"Comedy,Drama,Romance",nm0088397,Bertrand Blier,nm0223033|nm0740067|nm0728208|nm0494611|nm0309036,"Patrick Dewaere,Maurice Ronet,Maurice Risch,Pierre Le Rumeur,Yves Gasc",nm0078769|nm0594885|nm0617736|nm0858295,"Ariel Besse,Geneviève Mnich,Macha Méril,Rose Thiéry",42337,fr,Beau-père,"Rémi is a man trapped in a deteriorating marriage. When his wife is unexpectedly killed in a car accident, Rémi is left with his stepdaughter, Marion, who chooses to stay with him rather than live with her birth father. After the initial shock passes, Rémi is caught off-guard when Marion begins expressing her attraction to him. Initially repulsed, Marion's mature beauty wears him down as he finally caves to her seductions.",19.311,/hzGFiFY8wYeqxM8T4O4HFmXTqca.jpg,['FR'],0,123,['fr'],6.638,87,Art et Essai
MK2,tt0159272,1999.0,"Comedy,Drama,War",nm0229026,Jasmin Dizdar,nm0329339|nm0699306|nm0676709|nm0420448|nm0278747,"Thomas Goodridge,Faruk Pruti,Tony Peters,Dado Jehan,Julian Firth",nm0044011|nm0170976,"Rosalind Ayres,Charlotte Coleman",61416,en,Beautiful People,"In London, during October 1993, England is playing Holland in the preliminaries of the World Cup. The Bosnian War is at its height, and refugees from the ex-Yugoslavia are arriving. Football rivals, and political adversaries from the Balkans all precipitate conflict and amusing situations. Meanwhile, the lives of four English families are affected in different ways by encounter with the refugees.",1.463,/t5s6oSCyA2tGf7J5ZJHii4eb2J2.jpg,['GB'],0,107,"['bs', 'hr', 'en', 'sr']",5.9,20,Art et Essai
HAUT ET COURT,tt3399042,2014.0,Drama,nm2290205,Cyprien Vial,nm6148078|nm2075109|nm6191568|nm6191569|nm6191574,"Harmandeep Palminder,Vikram Sharmaa,Bilal Baggad,Billel Brima,Amandeep Singh",nm1526568|nm3035751|nm0078156,"Elisabeth Lando,Aurore Broutin,Marie Berto",318373,fr,Bébé Tigre,"Bébé Tigre is Many, a 17-year-old Indian boy who has been living in France for two years. A teenager like any other, he divides his time between school, friends, and his girlfriend. But the pressures placed on him by his parents in India force him to put his own life at risk...",1.4,/3MNJQvfEhsK93RaJUkkBrTu4y72.jpg,['FR'],0,87,['fr'],6.2,13,Art et Essai
Malavida,tt0056892,1963.0,"Comedy,Family",nm0002216,Yves Robert,nm0489315|nm0597816|nm0723823|nm0785664|nm0383286,"Martin Lartigue,Pierre Mondy,Jean Richard,Michel Serrault,Jacques Higelin",nm0116558,Blanchette Brunoy,64132,fr,Bébert et l'omnibus,UNKNOWN,2.159,/vcaVMchlX6jHxKBdon8fWnMQit7.jpg,['FR'],0,94,['fr'],6.1,14,Art et Essai
MISSION,tt0094721,1988.0,"Comedy,Fantasy",nm0000318,Tim Burton,nm0000285|nm0000474|nm0656276|nm0822230|nm0766822,"Alec Baldwin,Michael Keaton,Maurice Page,Hugo Stanger,J. Jay Saunders",nm0000133|nm0568499|nm0594113|nm0001573,"Geena Davis,Annie McEnroe,Rachel Mittelman,Catherine O'Hara",4011,en,Beetlejuice,"After an untimely death, a newly dead New England couple seek help from a deranged demon exorcist to scare an affluent New York family out of their home.",50.372,/nnl6OWkyPpuMm595hmAxNW3rZFn.jpg,['US'],74714298,92,['en'],7.381,5935,Art et Essai
FILMS DU LOSANGE,tt0115645,1996.0,"Crime,Drama,Mystery",nm0775447,Barbet Schroeder,nm0000553|nm0000411|nm0000547|nm0901926|nm0001334,"Liam Neeson,Edward Furlong,Alfred Molina,Daniel von Bargen,John Heard",nm0000658|nm0919733|nm0005174|nm0284315|nm0435260,"Meryl Streep,Julia Weldon,Ann Magnuson,Alison Folland,Kaiulani Lee",43566,en,Before and After,Two parents deal with the effects when their son is accused of murdering his girlfriend.,9.772,/oK8UKDrjFS14OFoihaQPfmmMOyI.jpg,['US'],8797839,108,['en'],5.997,151,Art et Essai
DIAPHANA,tt2209418,2013.0,"Drama,Romance",nm0000500,Richard Linklater,nm0000160|nm2089090|nm0007178|nm3868928,"Ethan Hawke,Seamus Davey-Fitzpatrick,Walter Lassally,Yiannis Papadopoulos",nm0000365|nm3987673|nm5264881|nm5264855|nm0436157,"Julie Delpy,Ariane Labed,Jennifer Prior,Charlotte Prior,Xenia Kalogeropoulou",132344,en,Before Midnight,"It has been nine years since we last met Jesse and Celine, the French-American couple who once met on a train in Vienna. Now, live in Paris with twin daughters, but have spent a summer in Greece on the invitation of an author colleague of Jesse's. When the vacation is over and Jesse must send his teenage son off to the States, he begins to question his life decisions, and his relationship with Celine is at risk.",11.176,/qbGKJmNUroDz75kh5Oafoall89e.jpg,"['GR', 'US']",11176469,109,"['en', 'el', 'fr']",7.507,2052,Art et Essai
CTV INTERNATIONAL,tt0381681,2004.0,"Drama,Romance",nm0000500,Richard Linklater,nm0000160|nm0229943|nm0667416|nm1578895|nm1716305,"Ethan Hawke,Vernon Dobtcheff,Rodolphe Pauly,Diabolo,Denis Evrard",nm0000365|nm1195302|nm1242048|nm0683531,"Julie Delpy,Louise Lemoine Torrès,Mariane Plasteig,Marie Pillet",80,en,Before Sunset,"Nine years later, Jesse travels across Europe giving readings from a book he wrote about the night he spent in Vienna with Celine. After his reading in Paris, Celine finds him, and they spend part of the day together before Jesse has to again leave for a flight. They are both in relationships now, and Jesse has a son, but as their strong feelings for each other start to return, both confess a longing for more.",16.184,/gycdE1ARByGQcK4fYR2mgpU6OO.jpg,['US'],15992615,80,"['en', 'fr']",7.818,2943,Art et Essai
MK2 Diffusion,tt1532503,2010.0,"Comedy,Drama,Romance",nm0590122,Mike Mills,nm0000191|nm0001626|nm0899681|nm0502097|nm3439694,"Ewan McGregor,Christopher Plummer,Goran Visnjic,Kai Lennox,Keegan Boos",nm0491259|nm0005081|nm0005415|nm2878390|nm3170406,"Mélanie Laurent,Mary Page Keller,China Shavers,Melissa Tang,Amanda Payton",55347,en,Beginners,"Oliver meets the irreverent and unpredictable Anna only months after his father Hal Fields has passed away. This new love floods Oliver with memories of his father, who, following the death of his wife of 44 years, came out of the closet at age 75 to live a full, energized, and wonderfully tumultuous gay life – which included a younger boyfriend.",8.717,/io2Tm89or3jO2pDtEAPEACx4wUe.jpg,['US'],14311701,105,"['en', 'fr']",6.859,911,Art et Essai
Universal Pictures International France,tt12789558,2021.0,"Biography,Drama",nm0000110,Kenneth Branagh,nm11879379|nm11888099|nm1946193|nm0001354|nm10031166,"Jude Hill,Lewis McAskie,Jamie Dornan,Ciarán Hinds,Charlie Barnard",nm1495520|nm0001132|nm0907905|nm12260920|nm12225877,"Caitríona Balfe,Judi Dench,Josie Walker,Freya Yates,Nessa Eriksson",777270,en,Belfast,"Buddy is a young boy on the cusp of adolescence, whose life is filled with familial love, childhood hijinks, and a blossoming romance. Yet, with his beloved hometown caught up in increasing turmoil, his family faces a momentous choice: hope the conflict will pass or leave everything they know behind for a new life.",11.079,/3mInLZyPOVLsZRsBwNHi3UJXXnm.jpg,['GB'],30000000,98,['en'],7.152,1122,Art et Essai
SHELLAC,tt2188860,2015.0,"Adventure,Drama,Fantasy",nm2754122,Pietro Marcello,nm6759669|nm3571830|nm6760463|nm0314554|nm3249689,"Tommaso Cestrone,Sergio Vitolo,Gesuino Pittalis,Elio Germano,Claudio Casadio",nm1457030|nm9304476,"Anna Redi,Teresa Montesarchio",350904,it,Bella e perduta,"Pulcinella, a foolish servant, is sent from the depths of Mt. Vesuvius to present-day Campania to grant the last wish of poor shepherd Tommaso, who spent his whole life looking after a crumbling Bourbon estate: his mission is to save a young buffalo named Sarchiapone. Pulcinella takes the buffalo north and the two servants, man and beast, travel through a beautiful and lost Italy.",3.112,/90mT4OdgvBYjQOQodwNHusHHAZp.jpg,['IT'],0,85,['it'],7.2,42,Art et Essai
ACACIAS/TAMASA,tt1188983,2009.0,"Crime,Drama,Thriller",nm0001031,Claude Chabrol,nm0000367|nm0180404|nm0303826|nm0303826|nm0303826,"Gérard Depardieu,Clovis Cornillac,Jacques Gamblin,Jacques Gamblin,Jacques Gamblin",nm0120431|nm0320209|nm0558476|nm0667402,"Marie Bunel,Vahina Giocante,Marie Matheron,Adrienne Pauly",15576,fr,Bellamy,A well known Parisian inspector becomes involved in an investigation while on holiday.,2.767,/l1BSVVS4byoPRqm9MeYvlTZin3G.jpg,['FR'],0,110,['fr'],6.0,51,Art et Essai
ACACIAS,tt0156348,1973.0,Drama,nm0217974,André Delvaux,nm0081175|nm0169051|nm0354211|nm0229869|nm0691215,"Jean-Luc Bideau,Roger Coggio,René Hainaux,John Dobrynine,Valerio Popesco",nm0217735|nm0091609|nm0264039|nm0324762|nm0581018,"Danièle Delorme,Adriana Bogdan,Stéphane Excoffier,Suzanne Gohy,Yvette Merlin",81912,fr,Belle,"A married, middle-aged professor meets a mysterious woman in the woods and has an affair with her.",1.557,/3wZiLFSHVKKskWizZZ0rdVZzHOd.jpg,"['BE', 'FR']",0,96,['fr'],6.1,13,Art et Essai
CARLOTTA FILMS,tt0061395,1967.0,"Drama,Romance",nm0000320,Luis Buñuel,nm0814799|nm0681566|nm0167509|nm0148858,"Jean Sorel,Michel Piccoli,Pierre Clémenti,Claude Cerval",nm0000366|nm0000366|nm0656180|nm0264554|nm0617736,"Catherine Deneuve,Catherine Deneuve,Geneviève Page,Françoise Fabian,Macha Méril",649,fr,Belle de jour,"Beautiful young housewife Séverine Serizy cannot reconcile her masochistic fantasies with her everyday life alongside dutiful husband Pierre. When her lovestruck friend Henri mentions a secretive high-class brothel run by Madame Anais, Séverine begins to work there during the day under the name Belle de Jour. But when one of her clients grows possessive, she must try to go back to her normal life.",12.308,/iUAFECovwPA0cVV9bo4uNGLJSGL.jpg,"['FR', 'IT']",0,101,"['fr', 'mn', 'es']",7.417,734,Art et Essai
